X,Y,fid,objectid,status,arc_street,gis_id,camtype,camid,uid_no,siteno,quadrant,disttno,yrmnth,location,city,status_1,logno,hprtlocati,site_vst_d,comappdate,schllocati,vendname,n_site_id,depl_id,post_spd,tigr_spd,batry_mont,lanes,dplmt_dat,map_final,contact,email,f2ndemail,editedby
-8532324.4333,4763442.7679,72,72, , ,5165,Portable,0, ,0,3,9,0,200 Blk N Monroe St SB,Baltimore,Final, , ,1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,Lockerman Bundy Elementary School, , , ,0,0, ,0,1899/12/30 00:00:00+00, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8533174.7333,4774523.8195,73,73, , ,5166,Portable,0, ,0,2,5,0,5900 blk Smith Ave SB,Baltimore,Final, , ,,,Mt. Washington Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8536180.6103,4768239.0484,74,74, , ,5167,Portable,0, ,0,2,6,0,3200 blk Garrison Blvd SB,Baltimore,Final, , ,,,Liberty Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8526802.1519,4772504.3256,75,75, , ,5168,Portable,0, ,0,1,4,0,1200 Blk Woodbourne Ave EB,Baltimore,Final, , ,,,Northwood Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8520798.4557,4762072.1299,76,76, , ,5169,Portable,0, ,0,4,1,0,6100 Blk O'Donnell St WB,Baltimore,Final, , ,,,Graceland Park/ O'Donnell Heights Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8524097.7778,4772488.8149,77,77, , ,5170,Portable,0, ,0,1,3,0,2000 blk Echodale Ave EB,Baltimore,Final, , ,,,Garrett Heights Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8525700.8607,4770635.6298,78,78, , ,5171,Portable,0, ,0,1,3,0,4100 Hillen Road SB,Baltimore,Final, , ,,,Lois T. Murray Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8525668.9031,4770620.5828,79,79, , ,5172,Portable,0, ,0,1,3,0,4100 Hillen Road NB,Baltimore,Final, , ,,,Lois T. Murray Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8535071.525,4768083.2554,80,80, , ,5173, ,0, ,0,2,7,0,3300 blk Hilton Street NB,Baltimore,Final, , ,,,Hilton Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8535214.3559,4767686.4239,81,81, , ,5174,Portable,0, ,0,2,7,0,3000 blk Hilton Street SB,Baltimore,Final, , ,,,Hilton Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8520336.4301,4767132.0083,82,82, , ,5175,Portable,0, ,0,4,2,0,6300 Frankford Ave NB,Baltimore,Final, , ,,,Moravia Park Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8520519.8391,4768457.5903,83,83, , ,5176,Portable,0, ,0,1,2,0,5200 Frankford Ave SB,Baltimore,Final, , ,,,Moravia Park Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8529717.6522,4772594.9949,84,84, , ,5177,Portable,0, ,0,2,4,0,5000 blk North Charles St NB,Baltimore,Final, , ,,,Roland Park Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8529809.7709,4773121.6277,85,85, , ,5178, ,0, ,0,2,4,0,5200 blk North Charles St SB,Baltimore,Final, , ,,,Roland Park Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8521489.6975,4770382.9715,86,86, , ,5179,Portable,0, ,0,1,2,0,5400- 5700 blk Belair Road EB,Baltimore,Final, , ,,,Gardenville Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8521523.9079,4770387.3949,87,87, , ,5180,Portable,0, ,0,1,2,0,5500 - 5700 blk Belair Road WB,Baltimore,Final, , ,,,Gardenville Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8535101.8126,4762477.3823,88,88, , ,5181,Portable,0, ,0,3,9,0,100 – 200 blk South Hilton St NB,Baltimore,Final, , ,,,Green St Acad. Middle / High School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8535125.1426,4762500.0749,89,89, , ,5182,Portable,0, ,0,3,8,0,100 – 200 blk South Hilton St SB,Baltimore,Final, , ,,,Green St Acad. Middle / High School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8535205.8122,4770616.3696,90,90, , ,5183,Portable,0, ,0,2,6,0,4600 to 4700 Blk Reisterstown Road NB,Baltimore,Final, , ,,,Callaway Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8535238.4109,4770606.3039,91,91, , ,5184, ,0, ,0,2,6,0,4600 to 4700 Blk Reisterstown Road SB,Baltimore,Final, , ,,,Callaway Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8531565.7314,4763896.2576,92,92, , ,5185,Portable,0, ,0,3,9,0,1300 – 1400 West Franklin St.  WB,Baltimore,Final, , ,,,BDJ West Middle / High School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8531531.2293,4763757.041,93,93, , ,5186,Portable,0, ,0,3,9,0,1300 to 1400 blk West Mulberry St. EB,Baltimore,Final, , ,,,Franklin Square Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8525278.8821,4771822.867,94,94, , ,5187, ,0, ,0,1,3,0,5100 blk Perring Parkway SB,Baltimore,Final, , ,,,Lois T. Murray Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8525532.3696,4771374.1004,95,95, , ,5188,Portable,0, ,0,1,3,0,4600 blk Hillen Rd NB,Baltimore,Final, , ,,,Lois T. Murray Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8533030.1074,4774499.7956,96,96, , ,5189, ,0, ,0,2,5,0,5700 Smith Ave NW,Baltimore,Final, , ,,,Mt. Washington Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8534101.9572,4769461.2295,97,97, , ,5190,Fixed,0, ,0,2,6,0,3900 Reisterstown Road NB,Baltimore,Final, , ,,,Creative City Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8534358.9538,4769859.1087,98,98, , ,5191,Fixed,0, ,0,2,6,0,4124 Reisterstown Road SB,Baltimore,Final, , ,,,Creative City Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8536096.1873,4768613.3089,99,99, , ,5192, ,0, ,0,2,6,0,3800 Liberty Heights Ave WB,Baltimore,Final, , ,,,Liberty Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8527985.3045,4755844.9025,100,100, , ,5193,Fixed,0, ,0,3,10,0,220 East Patapsco Ave WB,Baltimore,Final, , ,,,Maree Garnett Farring Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8519672.3434,4764018.5065,101,101, , ,5194,Portable,0, ,0,4,1,0,100 blk Kane St SB,Baltimore,Final, , ,,,Patterson High School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8533677.468,4769063.7191,102,102, , ,5195,Portable,0, ,0,2,6,0,3400-3800 blk Park Heights Ave NB,Baltimore,Final, , ,,,Creative City Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8533686.581,4769059.1869,103,103, , ,5196,Portable,0, ,0,2,6,0,3400-3800 blk Park Heights Ave SB,Baltimore,Final, , ,,,Creative City Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8527234.0402,4763004.9929,104,104, , ,5197,Portable,0, ,0,4,12,0,1000-1100 blk East Pratt St EB,Baltimore, , , ,,,City Springs Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8538621.4255,4773959.466,105,105, , ,5198,Portable,0, ,0,2,5,0,3600-4000 blk Fallstaff Rd  EB,Baltimore,Final, , ,,,Fallstaff Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8538639.1594,4773948.5483,106,106, , ,5199,Portable,0, ,0,2,5,0,3600-4000 blk Fallstaff Rd WB,Baltimore,Final, , ,,,Fallstaff Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8538892.6594,4774452.9141,107,107, , ,5200, ,0, ,0,2,5,0,6900 to 7400 blk Park Heights Ave WB,Baltimore, , , ,,,Fallstaff Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8538893.5856,4774466.6968,108,108, , ,5201, ,0, ,0,2,5,0,6900 to 7400 blk Park Heights Ave EB,Baltimore, , , ,,,Fallstaff Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8537193.6241,4770905.1559,109,109, , ,5202,Portable,0, ,0,2,6,0,5300-5500 blk Wabash Ave WB,Baltimore,Final, , ,,,McMechen High School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8537193.1203,4770883.0912,110,110, , ,5203,Portable,0, ,0,2,6,0,5300-5500 blk Wabash Ave EB,Baltimore,Final, , ,,,McMechen High School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8526375.7156,4766483.184,111,111, , ,5204,Portable,0, ,0,4,12,0,1400-1900 blk East North Avenue EB,Baltimore,Final, , ,,,Harford Heights Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8526358.5361,4766493.1558,112,112, , ,5205,Portable,0, ,0,1,12,0,1400-1900 blk East North Avenue WB,Baltimore,Final, , ,,,Harford Heights Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov,Jason Chang
-8535169.1629,4766967.7067,113,113, , ,5206,Portable,0, ,0,2,7,0,2500 blk Hilton Street NB,Baltimore,Final, , ,,,Hilton Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8538919.3921,4766566.9908,114,114, , ,5207,Portable,0, ,0,3,8,0,2200 blk North Forest Park Ave Sb,Baltimore,Final, , ,,,Dickey Hill Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8539024.4111,4766263.5821,115,115, , ,5208,Portable,0, ,0,3,8,0,2100 blk North Forest Park Ave NB,Baltimore,Final, , ,,,Dickey Hill Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8523458.1564,4772355.7284,116,116, , ,5209,Portable,0, ,0,1,3,0,2500-2900 blk Echodale Ave EB,Baltimore,Final, , ,,,Garrett Heights School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8523464.9502,4772364.3381,117,117, , ,5210,Portable,0, ,0,1,3,0,2500-2900 blk Echodale Ave WB,Baltimore,Final, , ,,,Garrett Heights School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8524999.9067,4766028.1213,118,118, , ,5211,Portable,0, ,0,4,13,0,2600 blk Federal St EB,Baltimore,Final, , ,,,Lakewood Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8524371.8877,4766062.9275,119,119, , ,5212,Portable,0, ,0,4,13,0,3000 blk Federal St WB,Baltimore,Final, , ,,,Fort Worthington Elementary, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8527283.367,4768071.0217,120,120, , ,5213,Portable,0, ,0,1,14,0,3000 Loch Raven SB,Baltimore,Final, , ,,,Coldstream Park Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8526980.0128,4770102.5951,121,121, , ,5214,Portable,0, ,0,1,14,0,4000 blk The Alameda SB,Baltimore,Final, , ,,,Waverly Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8534306.8719,4767279.3291,122,122, , ,5215,Portable,0, ,0,2,7,0,2600 blk North Dukeland Street NB,Baltimore,Final, , ,,,Gwynns Falls Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8534317.8614,4767262.9093,123,123, , ,5216,Portable,0, ,0,2,7,0,2600 blk North Dukeland Street SB,Baltimore,Final, , ,,,Gwynns Falls Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8533899.9411,4766076.33,124,124, , ,5217,Portable,0, ,0,2,7,0,2700 blk West North Ave WB,Baltimore,Final, , ,,,William S Baer School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8536102.5416,4768101.0256,125,125, , ,5218,Portable,0, ,0,2,6,0,3100 blk Garrison Blvd SB,Baltimore,Final, , ,,,Liberty Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8536171.1846,4768242.5629,126,126, , ,5219,Portable,0, ,0,2,6,0,3200 blk Garrison Blvd NB,Baltimore,Final, , ,,,Liberty Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8520987.9204,4771983.8221,127,127, , ,5220,Portable,0, ,0,1,2,0,6000 Walther Ave NB,Baltimore,Final, , ,,,Glenmount Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8527241.1317,4768838.0785,128,128, , ,5221,Portable,0, ,0,1,14,0,1100 blk 33rd St WB,Baltimore,Final, , ,,,Waverly Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8529089.5228,4769427.4448,129,129, , ,5222,Portable,0, ,0,2,14,0,000 Blk W. University Pkwy EB,Baltimore,Final, , ,,,Barclay PK-8, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8529084.7408,4769443.6827,130,130, , ,5223,Portable,0, ,0,2,14,0,000 Blk W. University Pkwy WB,Baltimore,Final, , ,,,Barclay PK-8, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8526076.934,4764845.398,131,131, , ,5224,Portable,0, ,0,4,13,0,900 blk N. Wolfe St SB,Baltimore,Final, , ,,,Fort Worthington Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8527362.882,4767971.1884,132,132, , ,5225,Portable,0, ,0,1,14,0,2900 blk Loch Raven NB,Baltimore,Final, , ,,,Coldstream Park Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8539207.8208,4761669.0306,133,133, , ,5226,Portable,0, ,0,3,8,0,5500 blk Frederick Ave EB,Baltimore,Final, , ,,,North Bend PK-8, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8539152.0988,4761694.4202,134,135, , ,5227,Portable,0, ,0,3,8,0,5400 blk Frederick Ave WB,Baltimore,Final, , ,,,North Bend PK-8, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8525881.76,4764065.6395,135,136, , ,5228,Portable,0, ,0,4,13,0,2000 blk Orleans St WB,Baltimore,Final, , ,,,Commodore John Rodgers PK-8, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8525876.3124,4764062.1867,136,137, , ,5229,Portable,0, ,0,4,13,0,2000 blk Orleans St EB,Baltimore,Final, , ,,,Commodore John Rodgers PK-8, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8533270.6987,4769486.0557,137,138, , ,5230,Portable,0, ,0,2,7,0,3700 blk Greenspring Ave NB,Baltimore,Final, , ,,,"Dr. Martin Luther King, Jr. PK-8", , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8533270.7502,4769472.336,138,139, , ,5231,Portable,0, ,0,2,7,0,3700 blk Greenspring Ave SB,Baltimore,Final, , ,,,"Dr. Martin Luther King, Jr. PK-8", , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8531038.8653,4771361.6698,139,140, , ,5232,Portable,0, ,0,2,6,0,4600 blk Roland Ave NB,Baltimore,Final, , ,,,Roland Park Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8531058.3695,4771354.5438,140,141, , ,5233,Portable,0, ,0,2,6,0,4600 blk Roland Ave SB,Baltimore,Final, , ,,,Roland Park Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8526535.1182,4767162.3978,141,142, , ,5234,Portable,0, ,0,1,14,0,2500 blk Harford Rd NB,Baltimore,Final, , ,,,Harford Heights Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8526242.4036,4767525.5788,142,143, , ,5235,Portable,0, ,0,1,14,0,2600 blk Harford Rd SB,Baltimore,Final, , ,,,Harford Heights Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8527974.7673,4765276.5037,143,144, , ,5236,Portable,0, ,0,4,12,0,600 blk E. Biddle St EB,Baltimore,Final, , ,,,Johnston Square Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8523724.0678,4767289.5759,144,145, , ,5237,Portable,0, ,0,1,13,0,3600 blk Erdman Ave NB,Baltimore,Final, , ,,,Brehms Lane Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8523740.3151,4767284.5089,145,146, , ,5238,Portable,0, ,0,1,13,0,3600 blk Erdman Ave SB,Baltimore,Final, , ,,,Brehms Lane Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8527676.8348,4773810.6355,146,147, , ,5239,Portable,0, ,0,1,4,0,800 blk E. Belvedere Ave WB,Baltimore,Final, , ,,,Govans Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8527680.269,4773806.7901,147,148, , ,5240,Portable,0, ,0,1,4,0,800 blk E. Belvedere Ave EB,Baltimore,Final, , ,,,Govans Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8527787.3774,4765441.3893,148,149, , ,5244,Portable,0, ,0,4,12,0,800 blk E. Preston St WB,Baltimore,Final, , ,,,Johnston Square PK-5, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8535633.8218,4767240.2347,149,151, , ,5245,Portable,0, ,0,2,6,0,2600 Garrison Blvd SB,Baltimore,Final, , ,,,Hilton Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
-8535630.0649,4767240.2213,150,152, , ,5246,Portable,0, ,0,2,6,0,2600 Garrison Blvd NB,Baltimore,Final, , ,,,Hilton Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, 
